gene	esoxID	cas	chr	start	end
110508208	ENSELUG00000008775	cas2	2	14556397	14565113
110508215	ENSELUG00000019463	cas1	1	21733594	21747189
110508217	ENSELUG00000019990	cas1	28	30629942	30649835
110508218	ENSELUG00000018944	cas1	28	31374369	31397685
110508220	ENSELUG00000008775	cas2	3	5957257	5963980
110508221	ENSELUG00000022431	cas1	28	31594783	31643462
110508222	ENSELUG00000024070	cas1	28	32374691	32403493
110508226	ENSELUG00000004612	cas1	28	33176752	33212483
110508229	ENSELUG00000005115	cas1	28	33626451	33797286
110508231	ENSELUG00000000583	cas1	28	34499546	34568352
110508236	ENSELUG00000015622	cas1	28	34352592	34409491
110508238	ENSELUG00000016295	cas1	28	34868513	34888930
110508249	ENSELUG00000006734	cas2	28	39492643	39494885
110508261	ENSELUG00000007887	cas3	28	40783606	40842867
110508269	ENSELUG00000012520	cas2	28	42294380	42340868
110508274	ENSELUG00000006241	cas1	28	8976699	8978156
110508277	ENSELUG00000010539	cas4	3	6901478	6905286
110508278	ENSELUG00000018339	cas1	28	16809471	16813125
110508301	ENSELUG00000014572	cas1	28	144329	158876
110508304	ENSELUG00000010662	cas3	3	6929457	6932661
110508305	ENSELUG00000013872	cas1	28	533868	543047
110508309	ENSELUG00000014198	cas2	1	87773812	87825477
110508311	ENSELUG00000013597	cas1	28	874311	896282
110508312	ENSELUG00000013526	cas1	28	897589	947373
110508314	ENSELUG00000000497	cas1	28	970023	984192
110508315	ENSELUG00000010800	cas5	3	6976163	6979189
110508322	ENSELUG00000012509	cas1	28	1458212	1562320
110508323	ENSELUG00000010813	cas2	3	6979495	6987767
110508324	ENSELUG00000012276	cas1	28	1648049	1650308
110508326	ENSELUG00000012164	cas1	28	1684105	1696435
110508328	ENSELUG00000012069	cas4	28	1742504	1746031
110508330	ENSELUG00000012004	cas1	28	1773385	1791353
110508331	ENSELUG00000011987	cas1	28	1791719	1798195
110508333	ENSELUG00000010878	cas3	3	6993067	6996424
110508335	ENSELUG00000011833	cas1	28	2204774	2362002
110508337	ENSELUG00000000421	cas1	28	2459632	2464135
110508341	ENSELUG00000011670	cas1	28	2465366	2477607
110508342	ENSELUG00000011545	cas3	28	2522834	2628565
110508345	ENSELUG00000001261	cas1	28	2661880	2665151
110508348	ENSELUG00000011224	cas6	28	2900784	2969598
110508349	ENSELUG00000011178	cas1	28	2972383	2980305
110508351	ENSELUG00000011040	cas1	28	3310736	3327252
110508354	ENSELUG00000010905	cas1	28	3400259	3416450
110508359	ENSELUG00000000381	cas1	28	3573151	3639849
110508361	ENSELUG00000010535	cas1	28	3671574	3694823
110508364	ENSELUG00000010390	cas1	28	3713128	3730133
110508366	ENSELUG00000010370	cas1	28	3776296	3786634
110508369	ENSELUG00000011001	cas2	3	7063618	7079482
110508375	ENSELUG00000015983	cas1	28	4495053	4526091
110508377	ENSELUG00000001894	cas1	28	4676566	4679451
110508379	ENSELUG00000001179	cas1	28	4682499	4713630
110508381	ENSELUG00000001901	cas1	28	4836463	4838186
110508382	ENSELUG00000001911	cas1	28	5106652	5112806
110508384	ENSELUG00000001915	cas1	28	5271069	5373904
110508385	ENSELUG00000001919	cas1	28	5392397	5496496
110508390	ENSELUG00000011072	cas5	3	7080450	7084314
110508394	ENSELUG00000001940	cas1	28	5968920	6071924
110508395	ENSELUG00000001950	cas1	28	6200172	6206298
110508396	ENSELUG00000001952	cas1	28	6285145	6340959
110508403	ENSELUG00000008700	cas1	28	6752808	6799814
110508406	ENSELUG00000008634	cas1	28	6826588	6831152
110508407	ENSELUG00000008591	cas1	28	6834257	6891325
110508409	ENSELUG00000008541	cas1	28	6985740	7016472
110508413	ENSELUG00000000313	cas1	28	7140153	7200444
110508416	ENSELUG00000008388	cas1	28	7303866	7322195
110508420	ENSELUG00000008232	cas1	28	7386812	7392377
110508421	ENSELUG00000008214	cas1	28	7397243	7406462
110508432	ENSELUG00000000286	cas1	28	7688645	7705872
110508435	ENSELUG00000007732	cas1	28	7842253	7857118
110508447	ENSELUG00000007089	cas1	28	8312481	8324892
110508450	ENSELUG00000006858	cas1	28	8391054	8408792
110508451	ENSELUG00000006538	cas1	28	8470115	8480564
110508454	ENSELUG00000011541	cas2	3	7517195	7524544
110508456	ENSELUG00000006174	cas1	28	8993922	8995746
110508458	ENSELUG00000006007	cas1	28	9107174	9123547
110508460	ENSELUG00000005635	cas1	28	9180376	9209023
110508462	ENSELUG00000005469	cas1	28	9255946	9263669
110508478	ENSELUG00000004579	cas1	28	10030793	10041031
110508483	ENSELUG00000000130	cas1	28	10152976	10174843
110508484	ENSELUG00000004389	cas1	28	10178396	10195465
110508485	ENSELUG00000004366	cas1	28	10224398	10228469
110508486	ENSELUG00000004345	cas1	28	10228449	10237267
110508489	ENSELUG00000004214	cas1	28	10282905	10291309
110508492	ENSELUG00000004172	cas1	28	10306711	10323084
110508493	ENSELUG00000004151	cas1	28	10326728	10348191
110508494	ENSELUG00000011642	cas4	3	7554786	7573519
110508495	ENSELUG00000004132	cas1	28	10362934	10385494
110508497	ENSELUG00000004105	cas1	28	10418527	10463830
110508498	ENSELUG00000011655	cas3	3	7573853	7575614
110508499	ENSELUG00000004094	cas1	28	10467328	10487029
110508500	ENSELUG00000003890	cas1	28	10510527	10524470
110508501	ENSELUG00000003856	cas1	28	10535026	10540345
110508502	ENSELUG00000003847	cas1	28	10552313	10558506
110508503	ENSELUG00000003807	cas1	28	10564205	10588319
110508505	ENSELUG00000003722	cas1	28	10669340	10678831
110508506	ENSELUG00000003743	cas1	28	10653059	10668838
110508510	ENSELUG00000003565	cas1	28	10826889	10837111
110508519	ENSELUG00000001428	cas1	28	10845215	10852874
110508520	ENSELUG00000003422	cas1	28	10869116	10884590
110508523	ENSELUG00000003383	cas1	28	10905527	10911512
110508526	ENSELUG00000019404	cas1	1	21792456	21802903
110508527	ENSELUG00000003293	cas1	28	10991095	10994103
110508528	ENSELUG00000003221	cas1	28	10999076	11007365
110508529	ENSELUG00000003190	cas1	28	11037198	11063179
110508532	ENSELUG00000024630	cas1	28	11153632	11175930
110508534	ENSELUG00000024620	cas1	28	11179677	11196463
110508546	ENSELUG00000024247	cas1	28	11528149	11546135
110508549	ENSELUG00000024178	cas1	28	11590108	11631741
110508550	ENSELUG00000024112	cas1	28	11647272	11702699
110508552	ENSELUG00000023949	cas1	28	11754075	11786100
110508555	ENSELUG00000023929	cas1	28	11836647	11843807
110508557	ENSELUG00000013579	cas2	3	9376499	9390272
110508559	ENSELUG00000023772	cas1	28	12000501	12020205
110508562	ENSELUG00000023363	cas1	28	12206077	12221835
110508567	ENSELUG00000023063	cas1	28	12510680	12515518
110508568	ENSELUG00000023004	cas1	28	12544539	12630837
110508574	ENSELUG00000022622	cas1	28	12749686	12756386
110508575	ENSELUG00000013624	cas2	3	9390287	9401122
110508576	ENSELUG00000022668	cas1	28	12746019	12750292
110508578	ENSELUG00000022562	cas1	28	12981805	13010377
110508580	ENSELUG00000022509	cas1	28	13066815	13081622
110508581	ENSELUG00000022500	cas1	28	13080598	13102331
110508582	ENSELUG00000013661	cas2	3	9446264	9451249
110508585	ENSELUG00000022336	cas1	28	13240562	13262111
110508588	ENSELUG00000022201	cas1	28	13287034	13481207
110508592	ENSELUG00000019363	cas1	1	21809564	21911516
110508593	ENSELUG00000021998	cas1	28	13837357	13879169
110508595	ENSELUG00000021947	cas1	28	13883555	13910267
110508600	ENSELUG00000021720	cas1	28	14123020	14138016
110508602	ENSELUG00000021574	cas1	28	14234709	14252720
110508603	ENSELUG00000021517	cas1	28	14259507	14292549
110508611	ENSELUG00000014490	cas4	3	9893261	9900476
110508617	ENSELUG00000021011	cas1	28	14943509	14945337
110508620	ENSELUG00000019766	cas1	28	14984792	15024992
110508622	ENSELUG00000019719	cas3	28	15313703	15315936
110508625	ENSELUG00000019275	cas1	28	15519330	15540665
110508627	ENSELUG00000018913	cas1	28	15703333	15793545
110508629	ENSELUG00000018779	cas1	28	15831164	15896168
110508630	ENSELUG00000014601	cas2	3	9943081	9960032
110508631	ENSELUG00000018679	cas1	28	15900655	15903661
110508633	ENSELUG00000018646	cas1	28	15934185	16017950
110508635	ENSELUG00000018595	cas1	28	16073550	16132563
110508637	ENSELUG00000000788	cas1	28	16143163	16151757
110508638	ENSELUG00000018430	cas1	28	16170026	16193127
110508640	ENSELUG00000018289	cas1	28	16824259	16839283
110508643	ENSELUG00000018184	cas1	28	16901891	16921869
110508644	ENSELUG00000018226	cas1	28	16889532	16901564
110508645	ENSELUG00000018072	cas1	28	17010525	17154942
110508647	ENSELUG00000000725	cas1	28	17263223	17285064
110508649	ENSELUG00000017672	cas1	28	17397397	17410663
110508650	ENSELUG00000014636	cas2	3	9973958	9993427
110508652	ENSELUG00000001151	cas1	28	17497781	17553987
110508655	ENSELUG00000009344	cas1	1	22024629	22107857
110508656	ENSELUG00000014743	cas2	3	10005877	10018441
110508657	ENSELUG00000017474	cas1	28	17867728	17986867
110508658	ENSELUG00000016994	cas1	28	18102546	18175572
110508659	ENSELUG00000000628	cas4	28	18190804	18215071
110508661	ENSELUG00000016775	cas1	28	18316616	18354743
110508662	ENSELUG00000016734	cas1	28	18361064	18365995
110508663	ENSELUG00000016683	cas1	28	18366089	18370884
110508666	ENSELUG00000015437	cas1	28	18484345	18517197
110508667	ENSELUG00000015380	cas1	28	18579463	18658560
110508669	ENSELUG00000015216	cas1	28	18726254	18816586
110508670	ENSELUG00000000546	cas1	28	18838313	18849139
110508676	ENSELUG00000014759	cas1	28	19015141	19025982
110508677	ENSELUG00000000528	cas1	28	19081538	19095065
110508678	ENSELUG00000014405	cas1	28	19116082	19185326
110508679	ENSELUG00000014225	cas1	28	19205372	19209070
110508682	ENSELUG00000014056	cas1	28	19333067	19341851
110508683	ENSELUG00000014024	cas1	28	19347306	19359854
110508686	ENSELUG00000013853	cas1	28	19372009	19374568
110508688	ENSELUG00000014711	cas3	3	10002886	10005885
110508689	ENSELUG00000013770	cas1	28	19439625	19458620
110508692	ENSELUG00000001573	cas1	28	19490721	19517290
110508693	ENSELUG00000013473	cas1	28	19541912	19558555
110508696	ENSELUG00000014667	cas2	3	10001445	10002941
110508697	ENSELUG00000013384	cas1	28	19657025	19667196
110508704	ENSELUG00000012875	cas1	28	20338223	20364502
110508705	ENSELUG00000012826	cas1	28	20422383	20423841
110508708	ENSELUG00000012755	cas1	28	20498485	20503690
110508709	ENSELUG00000012702	cas1	28	20508264	20518432
110508710	ENSELUG00000012572	cas1	28	20533785	20621097
110508713	ENSELUG00000014936	cas3	3	10053535	10062470
110508714	ENSELUG00000012562	cas1	28	20629353	20637091
110508717	ENSELUG00000012433	cas1	28	20685926	20730656
110508718	ENSELUG00000012307	cas1	28	20808650	20813055
110508719	ENSELUG00000012317	cas1	28	20803211	20808573
110508720	ENSELUG00000012284	cas1	28	20815693	20840194
110508724	ENSELUG00000014820	cas3	3	10019313	10024005
110508725	ENSELUG00000000443	cas1	28	21237164	21239672
110508726	ENSELUG00000000439	cas1	28	21261123	21348624
110508728	ENSELUG00000011983	cas1	28	21368128	21373297
110508729	ENSELUG00000011960	cas1	28	21376698	21521909
110508731	ENSELUG00000014964	cas2	3	10063117	10072855
110508733	ENSELUG00000011871	cas1	28	21630620	21648803
110508737	ENSELUG00000011647	cas3	28	21864614	21867035
110508741	ENSELUG00000011066	cas1	28	21966295	22125301
110508742	ENSELUG00000014880	cas2	3	10047635	10053368
110508743	ENSELUG00000010913	cas1	28	22202448	22212426
110508746	ENSELUG00000010709	cas1	28	22547186	22663983
110508750	ENSELUG00000010625	cas1	28	22822072	22828641
110508751	ENSELUG00000010633	cas1	28	22816873	22820125
110508753	ENSELUG00000010512	cas1	28	22914656	22934260
110508756	ENSELUG00000015000	cas2	3	10074725	10077392
110508758	ENSELUG00000010331	cas1	28	23042538	23055346
110508759	ENSELUG00000010293	cas1	28	23056778	23087821
110508760	ENSELUG00000009854	cas1	28	23104071	23118323
110508762	ENSELUG00000009824	cas1	28	23144219	23154829
110508763	ENSELUG00000009801	cas1	28	23160156	23190193
110508764	ENSELUG00000015077	cas2	3	10078045	10094991
110508766	ENSELUG00000009622	cas1	28	23246667	23253906
110508768	ENSELUG00000009604	cas1	28	23262870	23286417
110508769	ENSELUG00000009430	cas1	28	23356313	23407721
110508771	ENSELUG00000009227	cas1	28	23590037	23639543
110508778	ENSELUG00000008002	cas1	28	24336167	24343111
110508779	ENSELUG00000007989	cas1	28	24609479	24611957
110508780	ENSELUG00000007977	cas1	28	24623953	24627150
110508781	ENSELUG00000007966	cas1	28	24628922	24657867
110508782	ENSELUG00000015169	cas2	3	10135891	10140365
110508783	ENSELUG00000007886	cas1	28	24664869	24677152
110508784	ENSELUG00000007807	cas1	28	24687485	24915445
110508790	ENSELUG00000015196	cas3	3	10144533	10151145
110508791	ENSELUG00000006935	cas1	28	25682318	26069268
110508795	ENSELUG00000006739	cas1	28	26628352	26656110
110508798	ENSELUG00000015222	cas3	3	10160334	10163967
110508799	ENSELUG00000006607	cas1	28	26695459	26702918
110508800	ENSELUG00000006586	cas1	28	26707377	26709568
110508801	ENSELUG00000006542	cas1	28	26714593	26741871
110508802	ENSELUG00000006403	cas1	28	26757098	26763629
110508805	ENSELUG00000006240	cas1	28	26837942	26842853
110508808	ENSELUG00000000171	cas1	28	27051258	27055816
110508818	ENSELUG00000000161	cas1	28	27141544	27243306
110508819	ENSELUG00000005666	cas1	28	27303745	27316749
110508823	ENSELUG00000015357	cas5	3	10226896	10229409
110508824	ENSELUG00000020006	cas1	28	27512201	27517367
110508825	ENSELUG00000020133	cas1	28	27591771	27595809
110508828	ENSELUG00000020173	cas1	28	27730318	27745041
110508829	ENSELUG00000001762	cas1	28	27751152	27820731
110508831	ENSELUG00000022992	cas1	28	27833360	27837602
110508834	ENSELUG00000023840	cas1	28	27909214	27924382
110508836	ENSELUG00000023756	cas1	28	27923767	27930096
110508838	ENSELUG00000015376	cas2	3	10233152	10239964
110508839	ENSELUG00000023714	cas1	28	27937837	27944746
110508841	ENSELUG00000023100	cas1	28	27964886	27984136
110508843	ENSELUG00000023911	cas1	28	27999061	28002198
110508844	ENSELUG00000015611	cas1	28	28079201	28087195
110508845	ENSELUG00000015406	cas2	3	10267749	10276176
110508848	ENSELUG00000015741	cas1	28	28160483	28170310
110508851	ENSELUG00000015804	cas1	28	28522217	28550195
110508855	ENSELUG00000007212	cas1	28	28654372	28685734
110508861	ENSELUG00000015398	cas2	3	10245328	10266902
110508869	ENSELUG00000021721	cas1	28	29073723	29093410
110508874	ENSELUG00000021618	cas1	28	29203564	29220510
110508875	ENSELUG00000015420	cas3	3	10278141	10287089
110508879	ENSELUG00000021595	cas1	28	29264829	29269523
110508881	ENSELUG00000021515	cas1	28	29283916	29293425
110508882	ENSELUG00000021543	cas1	28	29276406	29283154
110508883	ENSELUG00000021493	cas1	28	29300650	29315173
110508886	ENSELUG00000015468	cas3	3	10306848	10314535
110508890	ENSELUG00000021197	cas1	28	29682605	29806734
110508892	ENSELUG00000021181	cas1	28	29821881	29872184
110508893	ENSELUG00000000931	cas1	28	29873489	29877319
110508895	ENSELUG00000021107	cas1	28	29888003	29893380
110508897	ENSELUG00000000920	cas1	28	29929002	29960541
110508901	ENSELUG00000020843	cas1	28	29981103	29984528
110508905	ENSELUG00000009405	cas1	1	22212332	22226104
110508906	ENSELUG00000020539	cas1	28	30100641	30114984
110508907	ENSELUG00000001241	cas1	28	30144035	30187260
110508908	ENSELUG00000020448	cas1	28	30188885	30253370
110508915	ENSELUG00000020250	cas1	28	30374871	30395912
110508919	ENSELUG00000020168	cas1	28	30442013	30447448
110508920	ENSELUG00000020117	cas1	28	30534338	30592397
110508922	ENSELUG00000020070	cas1	28	30595929	30608022
110508925	ENSELUG00000019968	cas1	28	30658482	30666503
110508926	ENSELUG00000019941	cas1	28	30679644	30700351
110508927	ENSELUG00000019865	cas1	28	30700542	30704777
110508929	ENSELUG00000019824	cas1	28	30707254	30716642
110508930	ENSELUG00000000868	cas1	28	30721098	30751910
110508933	ENSELUG00000019480	cas1	28	30905879	30907975
110508934	ENSELUG00000019485	cas1	28	30883060	30902488
110508938	ENSELUG00000019381	cas1	28	30995095	31004289
110508939	ENSELUG00000019370	cas1	28	31077818	31080589
110508940	ENSELUG00000019364	cas1	28	31084315	31136167
110508941	ENSELUG00000019316	cas1	28	31138086	31169294
110508942	ENSELUG00000019263	cas1	28	31173927	31214079
110508944	ENSELUG00000001575	cas2	3	10769638	10827121
110508953	ENSELUG00000018804	cas1	28	31398667	31406181
110508956	ENSELUG00000018769	cas1	28	31421371	31431243
110508957	ENSELUG00000015899	cas2	3	10865535	10876129
110508958	ENSELUG00000018617	cas1	28	31471294	31490838
110508962	ENSELUG00000018507	cas1	28	31524273	31540827
110508964	ENSELUG00000022269	cas1	28	31569613	31576840
110508966	ENSELUG00000015850	cas5	3	10853702	10865262
110508969	ENSELUG00000022561	cas1	28	31794423	31804053
110508970	ENSELUG00000022704	cas1	28	31822142	31859100
110508971	ENSELUG00000022826	cas1	28	31870378	31874729
110508974	ENSELUG00000023038	cas1	28	31933762	31935806
110508981	ENSELUG00000023138	cas1	28	32029589	32032860
110508983	ENSELUG00000023172	cas1	28	32034823	32063453
110508985	ENSELUG00000023228	cas1	28	32074971	32087594
110508986	ENSELUG00000023337	cas1	28	32087652	32098796
110508989	ENSELUG00000023369	cas2	28	32100303	32104711
110508991	ENSELUG00000023419	cas1	28	32119973	32129371
110508993	ENSELUG00000015906	cas4	3	10876796	10878635
110509000	ENSELUG00000023926	cas1	28	32280903	32292193
110509004	ENSELUG00000024318	cas1	28	32581133	32589881
110509019	ENSELUG00000004449	cas1	28	32875439	32919614
110509022	ENSELUG00000004421	cas1	28	32872931	32911932
110509029	ENSELUG00000004698	cas1	28	33248650	33274764
110509035	ENSELUG00000004988	cas1	28	33526684	33552442
110509036	ENSELUG00000004949	cas1	28	33518704	33526697
110509038	ENSELUG00000005037	cas1	28	33572110	33575991
110509039	ENSELUG00000005051	cas1	28	33583098	33616039
110509043	ENSELUG00000005223	cas1	28	33953697	33972737
110509045	ENSELUG00000005237	cas1	28	33977576	33990790
110509048	ENSELUG00000016350	cas2	3	11079975	11087129
110509054	ENSELUG00000015802	cas1	28	34640019	34646660
110509062	ENSELUG00000016372	cas2	3	11151396	11164970
110509067	ENSELUG00000015829	cas1	28	34692295	34700231
110509071	ENSELUG00000016054	cas1	28	34773755	34806814
110509072	ENSELUG00000015839	cas1	28	34713267	34728197
110509073	ENSELUG00000016234	cas1	28	34824969	34867323
110509075	ENSELUG00000016101	cas3	28	34812717	34824535
110509083	ENSELUG00000016382	cas6	28	34936526	34939328
110509087	ENSELUG00000016614	cas1	28	35372225	35384925
110509088	ENSELUG00000016643	cas1	28	35516740	35575981
110509090	ENSELUG00000016854	cas1	28	35782149	35813447
110509092	ENSELUG00000016887	cas1	28	35852550	35864073
110509094	ENSELUG00000016966	cas1	28	35985515	35998823
110509099	ENSELUG00000017142	cas1	28	36044041	36052176
110509101	ENSELUG00000017238	cas1	28	36108626	36178080
110509103	ENSELUG00000017313	cas1	28	36178766	36197438
110509111	ENSELUG00000017691	cas1	28	36526794	36557532
110509128	ENSELUG00000006012	cas6	28	38211276	38229238
110509134	ENSELUG00000016852	cas2	3	11365423	11368231
110509137	ENSELUG00000006784	cas1	28	39578217	39621092
110509143	ENSELUG00000016977	cas3	3	11399020	11406578
110509144	ENSELUG00000006963	cas1	28	39911999	39956702
110509148	ENSELUG00000006835	cas1	28	39719697	39763225
110509153	ENSELUG00000000272	cas2	28	40657477	40683270
110509159	ENSELUG00000007814	cas6	28	40752278	40758925
110509160	ENSELUG00000011370	cas4	28	41518103	41521386
110509162	ENSELUG00000011734	cas1	28	41551990	41568745
110509171	ENSELUG00000017094	cas3	3	11433118	11436628
110509188	ENSELUG00000013131	cas1	28	1125824	1160925
110509191	ENSELUG00000012396	cas1	28	1571490	1640448
110509192	ENSELUG00000011887	cas1	28	2094076	2190557
110509193	ENSELUG00000011451	cas1	28	2734571	2810333
110509194	ENSELUG00000010990	cas4	28	3334957	3366824
110509205	ENSELUG00000000310	cas1	28	7226307	7253049
110509207	ENSELUG00000000231	cas1	28	8325895	8335344
110509211	ENSELUG00000006354	cas1	28	8781818	8910501
110509244	ENSELUG00000009813	cas1	1	22434675	22437595
110509245	ENSELUG00000017118	cas3	3	11449258	11454366
110509306	ENSELUG00000024165	cas1	Y	1935275	1935940
110509309	ENSELUG00000003173	cas1	Y	8102932	8135313
110509310	ENSELUG00000003331	cas1	Y	8761103	8889487
110509321	ENSELUG00000005368	cas1	Y	11746058	11776004
110509326	ENSELUG00000006875	cas1	Y	13539738	13633839
110509338	ENSELUG00000011802	cas1	Y	19271624	19273362
110509342	ENSELUG00000013395	cas1	Y	20216712	20323036
110509348	ENSELUG00000000650	cas1	Y	24753545	24914892
110509353	ENSELUG00000023451	cas2	Y	2273513	2308009
110509359	ENSELUG00000017384	cas5	3	11623965	11630699
110509364	ENSELUG00000012713	cas1	Y	19805362	19806854
110509374	ENSELUG00000016728	cas1	Y	29973566	29977591
110509377	ENSELUG00000000941	cas1	Y	32610829	32612398
110509380	ENSELUG00000005457	cas1	Y	34299885	34303347
110509401	ENSELUG00000013849	cas1	Y	27940621	28015435
110509407	ENSELUG00000000633	cas1	Y	30175504	30222112
110509412	ENSELUG00000000731	cas1	Y	30691961	30780818
110509413	ENSELUG00000001587	cas1	Y	31060271	31191126
110509418	ENSELUG00000018741	cas1	Y	31237429	31443740
110509421	ENSELUG00000019186	cas1	Y	31701698	31723025
110509426	ENSELUG00000022129	cas1	Y	32999306	33011236
110509436	ENSELUG00000022554	cas1	Y	33326710	33390385
110509437	ENSELUG00000022746	cas1	Y	33615518	33617217
110509440	ENSELUG00000023598	cas1	Y	34178831	34195217
110509444	ENSELUG00000024175	cas1	Y	36371517	36383533
110509446	ENSELUG00000024152	cas1	Y	36358144	36359228
110509453	ENSELUG00000005639	cas1	Y	35911028	35950373
110509457	ENSELUG00000006119	cas1	Y	38085518	38092927
110509472	ENSELUG00000009503	cas2	Y	42579603	42607075
110509486	ENSELUG00000020934	cas1	Y	131779	149258
110509488	ENSELUG00000021202	cas1	Y	287196	291026
110509490	ENSELUG00000021056	cas1	Y	398511	425356
110509496	ENSELUG00000021638	cas1	Y	632021	650126
110509500	ENSELUG00000022080	cas1	Y	721969	726945
110509501	ENSELUG00000017619	cas2	3	11683066	11708251
110509502	ENSELUG00000022368	cas1	Y	843748	937986
110509504	ENSELUG00000001472	cas5	26	5834982	5847737
110509505	ENSELUG00000001472	cas5	6	91436202	91456697
110509508	ENSELUG00000022586	cas1	Y	1470826	1477901
110509509	ENSELUG00000000966	cas1	Y	1519416	1532574
110509510	ENSELUG00000023023	cas1	Y	1551060	1554641
110509516	ENSELUG00000024299	cas1	Y	1783138	1821590
110509520	ENSELUG00000000712	cas5	3	11776055	11779268
110509528	ENSELUG00000001251	cas2	2	20326378	20337673
110509531	ENSELUG00000000844	cas1	Y	4208866	4430679
110509537	ENSELUG00000001251	cas2	3	11737950	11747921
110509539	ENSELUG00000017221	cas1	Y	5169862	5257753
110509542	ENSELUG00000018951	cas1	Y	5514891	5523585
110509543	ENSELUG00000018120	cas6	3	11957772	11966128
110509547	ENSELUG00000023615	cas1	Y	2221879	2256249
110509549	ENSELUG00000023495	cas1	Y	2257328	2263656
110509550	ENSELUG00000023799	cas1	Y	2124528	2180665
110509551	ENSELUG00000023881	cas1	Y	2058546	2121341
110509552	ENSELUG00000023900	cas1	Y	2042907	2044519
110509554	ENSELUG00000024156	cas1	Y	1935597	1941376
110509557	ENSELUG00000024202	cas1	Y	1873013	1876963
110509560	ENSELUG00000024561	cas1	Y	6599060	6622505
110509563	ENSELUG00000017977	cas2	2	20452782	20462007
110509564	ENSELUG00000001275	cas1	Y	6756610	6763472
110509566	ENSELUG00000002557	cas1	Y	6767077	6771817
110509567	ENSELUG00000000069	cas1	Y	6798103	6816600
110509568	ENSELUG00000002753	cas1	Y	6999640	7072615
110509571	ENSELUG00000002806	cas1	Y	7104205	7108489
110509573	ENSELUG00000000085	cas1	Y	7191640	7288353
110509574	ENSELUG00000002873	cas1	Y	7502280	7504108
110509575	ENSELUG00000002989	cas1	Y	7525042	7636893
110509581	ENSELUG00000003037	cas1	Y	7907598	7917474
110509582	ENSELUG00000018167	cas2	3	11980307	11985113
110509586	ENSELUG00000003185	cas1	Y	8140782	8168089
110509587	ENSELUG00000003199	cas1	Y	8173842	8201360
110509589	ENSELUG00000003223	cas1	Y	8209282	8216845
110509590	ENSELUG00000003244	cas1	Y	8224378	8232643
110509592	ENSELUG00000017787	cas4	3	11808113	11811663
110509593	ENSELUG00000003481	cas1	Y	9028146	9130315
110509594	ENSELUG00000003539	cas1	Y	9137291	9141371
110509595	ENSELUG00000003557	cas1	Y	9141989	9150865
110509596	ENSELUG00000003584	cas1	Y	9166240	9170359
110509597	ENSELUG00000000124	cas1	Y	9177169	9241546
110509600	ENSELUG00000000762	cas4	3	11987253	12004723
110509605	ENSELUG00000003808	cas1	Y	10473432	10496533
110509607	ENSELUG00000004063	cas1	Y	10974442	11003230
110509608	ENSELUG00000018148	cas5	3	11966198	11977986
110509609	ENSELUG00000004078	cas1	Y	11004090	11018061
110509611	ENSELUG00000004116	cas1	Y	11025749	11044674
110509614	ENSELUG00000000726	cas2	3	11858718	11862407
110509616	ENSELUG00000004822	cas1	Y	11310457	11313974
110509620	ENSELUG00000005013	cas1	Y	11459925	11464582
110509623	ENSELUG00000004983	cas1	Y	11446394	11458975
110509624	ENSELUG00000000726	cas2	2	20462689	20465854
110509631	ENSELUG00000005422	cas1	Y	11821247	11850309
110509634	ENSELUG00000005582	cas3	Y	11885691	11915884
110509636	ENSELUG00000005654	cas1	Y	11961963	11966304
110509642	ENSELUG00000005718	cas1	Y	12113136	12116480
110509643	ENSELUG00000000175	cas1	Y	12116644	12126226
110509644	ENSELUG00000005752	cas1	Y	12126809	12127782
110509645	ENSELUG00000005845	cas1	Y	12142150	12144271
110509646	ENSELUG00000017767	cas2	2	20364572	20372023
110509647	ENSELUG00000005898	cas1	Y	12150366	12178844
110509649	ENSELUG00000006002	cas1	Y	12206283	12214718
110509650	ENSELUG00000006030	cas1	Y	12237703	12263143
110509651	ENSELUG00000006066	cas1	Y	12313141	12320957
110509652	ENSELUG00000006171	cas1	Y	12328752	12353472
110509653	ENSELUG00000006242	cas1	Y	12365542	12372347
110509655	ENSELUG00000017767	cas2	3	11791230	11808120
110509657	ENSELUG00000006312	cas1	Y	12557132	12627138
110509659	ENSELUG00000006377	cas1	Y	12982130	13001842
110509661	ENSELUG00000006436	cas1	Y	13018053	13088171
110509664	ENSELUG00000006487	cas1	Y	13165540	13171705
110509667	ENSELUG00000006588	cas1	Y	13262666	13336582
110509669	ENSELUG00000006692	cas1	Y	13377302	13442767
110509671	ENSELUG00000006749	cas1	Y	13498470	13504029
110509672	ENSELUG00000000226	cas1	Y	13633977	13643719
110509673	ENSELUG00000006977	cas1	Y	13728812	13731111
110509677	ENSELUG00000007082	cas1	Y	13753775	13757521
110509678	ENSELUG00000007103	cas1	Y	13779399	13782705
110509683	ENSELUG00000007510	cas1	Y	14035322	14041282
110509686	ENSELUG00000007569	cas1	Y	14122040	14148522
110509688	ENSELUG00000007577	cas1	Y	14171799	14175996
110509690	ENSELUG00000007729	cas1	Y	14215122	14231237
110509691	ENSELUG00000007783	cas1	Y	14289212	14396808
110509692	ENSELUG00000007879	cas1	Y	14449447	14492040
110509699	ENSELUG00000008489	cas1	Y	14956340	14970212
110509700	ENSELUG00000008574	cas1	Y	14973955	15000591
110509702	ENSELUG00000008627	cas1	Y	15038817	15077010
110509710	ENSELUG00000009020	cas1	Y	16438249	16451789
